,baujahr,name,preis,baureihe,karrosserieform,kilometerstand,leistung,gewicht
2211,1978,SIMCA 1000 Rallye 3,Auf Anfrage,,Limousine,0,103,700
2212,1974,SIMCA 1000 Rallye 2,Auf Anfrage,,Limousine,41.000,82,700
2213,1968,SIMCA 1200 S,Auf Anfrage,,Coupé,0,80,890
2214,1968,SIMCA 1000,Auf Anfrage,,Limousine,0,40,720
2215,1975,Triumph Spitfire 1500,Auf Anfrage,,Cabriolet,0,72,820
2216,1966,SIMCA 1000 Coupe,Auf Anfrage,,Coupé,0,40,720
2217,1976,SIMCA 1000 LS,Auf Anfrage,,Limousine,0,40,720
2218,1969,CG 1200 S,Auf Anfrage,,Coupé,0,85,600
2219,1976,SIMCA 1000 Rallye 2,Auf Anfrage,,Limousine,0,82,700
2220,1973,Volkswagen Käfer 1303 LS,Auf Anfrage,Typ 15,Cabriolet,0,50,0
2221,1969,SIMCA 1000 Special,Auf Anfrage,,Limousine,0,52,700
2222,1968,SIMCA 1200 S,Auf Anfrage,,Coupé,0,80,890
2223,1993,Lancia Delta HF Integrale Evoluzione II,147.000,831,Limousine (5-Türen),87.286,215,0
2224,1969,Porsche 911 2,117.172,"""Urmodell""",Coupé,8.208,110,0
2225,1968,FIAT Dino Coupe,45.000,,Coupé,35.000,160,1340
2226,1972,Lancia Fulvia Coupe HF 1,40.000,,Coupé,50.000,115,930
2227,2021,Alfa Romeo Giulia Quadrifoglio,72.000,Tipo 952,Limousine (4-Türen),9.500,510,1600
2228,1983,FIAT 131 Supermirafiori,3.900,,Limousine,80.000,75,1000
2229,1963,FIAT Ghia 1500 GT,Auf Anfrage,,Coupé,75.700,84,1030
2230,1981,Alfa Romeo Alfasud 1,16.950,,Coupé,105.500,95,0
2231,1971,Volkswagen Käfer 1300,13.500,Typ 11,Limousine (2-Türen),28.041,44,0
2232,1953,Land Rover 80,29.950,Serie I,Geländewagen,31.120,52,0
2233,1978,Audi 80 GLS,8.950,B1 / Typ 82,Limousine (4-Türen),0,85,0
2234,1963,Ford Ranchero,22.900,,Pickup (Coupé),0,102,1200
2235,1973,Mercedes-Benz 280 C,19.900,W 114,Coupé,0,160,1500
2236,1930,Ford Modell A,34.900,,Nutzfahrzeug (Kastenwagen),0,40,0
2237,1972,Mercedes-Benz 300 SEL 4,93.900,W 109,Limousine,11.960,200,0
2238,1973,BMW 3,Auf Anfrage,E9,Coupé,12.678,200,0
2239,1967,Mercedes-Benz 230 SL,135.000,W 113,Cabriolet,0,150,0
2240,1952,Mercedes-Benz 220 Cabriolet A,175.000,W 187,Cabriolet,51.980,80,0
2241,1963,Austin-Healey 3000 Mk II,60.000,ADO 30,Cabriolet (Roadster),0,131,0
2242,1967,Alfa Romeo Giulia 1600 TI,37.500,,Limousine (4-Türen),75.548,92,1050
2243,1987,Renault R 5 GT Turbo,17.900,,Limousine (3-Türen),133.657,116,820
2244,1950,Opel Olympia,28.900,,Cabriolet (Limousine),0,37,920
2245,1996,Porsche 911 Carrera,70.301,993,Coupé (Targa),51.660,286,0
2246,1947,Crosley CC Four,11.900,,Limousine (2-Türen),0,27,0
2247,1953,Citroën Traction Avant 11 B,19.500,11 CV,Limousine (5-Türen),116.000,56,0
2248,1959,GP 718 RSK Replica,Auf Anfrage,,Cabriolet (Roadster),35.969,60,0
2249,1952,Gutbrod Superior,29.990,,Cabriolet (Limousine),99.500,20,0
2250,1962,Ford Thunderbird,39.800,Serie 3,Cabriolet,36.183,300,0
2251,1966,Mercedes-Benz 250 S,17.400,W 108,Limousine (4-Türen),93.000,130,0
2252,1988,Cadillac ,19.500,,Cabriolet,180.000,172,0
2253,1957,Lancia Aurelia B24 Convertibile,Auf Anfrage,3a serie,Cabriolet (Roadster),47.000,112,0
2254,1987,Mercedes-Benz 560 SL,19.500,R 107,Cabriolet (Roadster),220.000,230,0
2255,1961,Jaguar E-Type 3,111.319,Serie I,Cabriolet,0,269,0
2256,1985,BMW M 635 CSi,58.500,E24,Coupé,162.858,286,0
2257,1999,Land Rover Defender 90 Td5,14.900,,Geländewagen,204.000,122,1700
2258,1957,Jaguar XK 140 FHC,65.000,140,Coupé,43.000,193,0
2259,1969,Mercedes-Benz 280 SL,42.000,W 113,Cabriolet (Roadster),80.000,170,0
2260,1967,Austin-Healey 3000 Mk III,74.950,ADO 26,Cabriolet (Roadster),37.972,148,0
2261,1950,Peugeot 203,75.000,,Limousine,2.300,42,920
2262,2008,Abarth Panda Evo,Auf Anfrage,Tipo 169,Rennwagen,0,160,0
2263,1973,Citroën DS 23 Pallas IE,27.900,FE,Limousine (4-Türen),40.000,126,1150
2264,1999,Lancia Delta 1,1.850,836,Limousine (5-Türen),317.500,103,0
2265,1966,Jaguar E-Type 4,139.500,Serie I,Cabriolet (Roadster),0,269,0
2266,1983,Ferrari 208 GTB Turbo,70.000,,Coupé,42.000,220,0
2267,1955,Jaguar XK 140 FHC,Auf Anfrage,140,Coupé,0,193,1340
2268,1989,Porsche 911 Carrera 4,185.000,964,Coupé,1.500,250,0
2269,1992,Porsche 928 GTS,49.500,928,Coupé,162.000,350,0
2270,1985,Ferrari Mondial Quattrovalvole,39.000,,Cabriolet,94.000,240,0
2271,1975,Porsche 911 2,66.000,"""G-Modell""",Coupé,34.000,175,0
2272,1975,Mercedes-Benz 450 SEL 6,30.000,W 116,Limousine (4-Türen),198.000,286,0
2273,1977,Porsche 911 SC 3,79.000,"""G-Modell""",Coupé,0,180,0
2274,1996,Lotus Elise 111,34.000,S1,Cabriolet (Roadster),29.500,122,0
2275,1996,Porsche 911 Carrera 4S,129.000,993,Coupé,132.000,286,0
2276,1994,Jaguar XJ 220,465.000,,Coupé,26.000,549,0
2277,1992,Porsche 911 Carrera RS,135.000,964,Coupé,140.000,250,0
2278,1983,Porsche 911 Carrera 3,67.000,"""G-Modell""",Coupé,169.000,231,0
2279,2018,Porsche 718 Boxster,55.000,982,Cabriolet (Roadster),14.000,300,0
2280,1992,Mercedes-Benz 600 SL,Auf Anfrage,R 129,Cabriolet (Roadster),155.000,394,0
2281,1998,BMW M3,27.000,E36 / 2CS,Cabriolet,166.000,321,0
2282,1982,Audi quattro,59.000,MKB WR,Coupé,179.000,200,0
2283,1993,Ferrari 348 TB,69.000,,Coupé,112.000,300,0
2284,1994,Ferrari 456 GT,69.000,F 116,Coupé,96.000,442,0
2285,2000,Ferrari 550 Maranello,103.000,,Coupé,109.000,485,0
2286,1995,BMW M3,32.000,E36 / 2S,Coupé,167.000,286,0
2287,2015,Aston Martin Rapide S,Auf Anfrage,,Limousine (4-Türen),63.500,560,0
2288,1996,Ferrari 512 M,439.000,,Coupé,25.000,440,0
2289,1980,Ferrari 208 GTB,79.000,,Coupé,69.500,155,0
2290,1976,Ferrari 208 GT4,53.000,,Coupé,80.000,170,0
2291,1986,Ferrari 328 GTS,80.000,,Cabriolet (Targa),89.000,255,0
2292,1997,Ferrari F 355 GTS,138.000,F 129,Coupé (Targa),63.500,381,0
2293,1992,BMW 850i,39.000,E31,Coupé,210.000,300,0
2294,1984,Ferrari Mondial Quattrovalvole,39.000,,Cabriolet,25.000,240,0
2295,2001,Ferrari 360 Modena,103.000,,Coupé,23.000,400,0
2296,1983,Ferrari 400i,60.000,,Coupé,18.000,315,0
2297,1994,Ferrari 512 TR,165.000,,Coupé,104.000,428,0
2298,1980,Triumph TR 7 Europa,7.900,,Coupé,111.500,105,1040
2299,1992,Mercedes-Benz 300 SE,16.900,W 140,Limousine (4-Türen),69.500,231,1900
2300,1970,Porsche 914,159.000,,Cabriolet (Targa),25.000,110,980
2301,1995,FIAT ,15.500,,Coupé,163.900,190,1180
2302,1997,Lancia Kappa 2,2.800,,Kombi,150.000,155,1550
2303,1979,Lancia Gamma Coupe 2500 I,19.500,,Coupé,165.000,140,1320
2304,1967,Jaguar E-Type 4,Auf Anfrage,Serie I,Cabriolet (Roadster),0,269,1290
2305,1964,Austin Mini Cooper S 970,Auf Anfrage,MK I,Limousine (2-Türen),0,65,640
2306,1963,Austin-Healey 3000 Mk II,82.019,ADO 30,Cabriolet (Roadster),0,131,1100
2307,1991,BMW 318i,21.086,E30,Cabriolet,0,113,1300
2308,1972,FIAT Campagnola,10.500,,Geländewagen,76.796,63,1250
2309,2012,BMW 118d,9.990,F21,Limousine (3-Türen),154.052,143,0
2310,2012,BMW X1 xDrive20d,13.990,E84,Geländewagen,112.950,184,0
2311,1991,Honda Civic 1,Auf Anfrage,,Limousine (3-Türen),0,110,1010
2312,1976,Alfa Romeo 1600 Spider,23.400,Tipo 115 - Serie 2a,Cabriolet,96.192,102,0
2313,1959,Mercedes-Benz 190 SL,169.900,W 121 B II,Cabriolet (Roadster),1.428,105,0
2314,1968,Ford Escort Twin Cam,Auf Anfrage,Mk I,Limousine (2-Türen),0,115,900
2315,2007,Maserati GranSport,44.900,M138,Coupé,121.465,400,0
2316,2007,Bentley Continental GT,69.900,,Coupé,50.800,560,0
2317,1987,Ford Sierra RS Cosworth,Auf Anfrage,Sierra '87 - Serie II,Limousine (3-Türen),0,204,1200
2318,1965,Alfa Romeo Giulia 1600 Spider Veloce,Auf Anfrage,,Cabriolet,0,112,1050
2319,1972,Ford Escort Mexico,Auf Anfrage,Mk I,Coupé (2-Türen),0,86,891
2320,1932,Plymouth Modell PA,32.556,,Limousine,0,57,0
2321,1958,Volkswagen Karmann Ghia 1200,39.500,Typ 14,Coupé,0,30,0
2322,1971,Citroën DS 20 Pallas,23.000,DY,Limousine (4-Türen),50.000,103,0
2323,1964,Pontiac Tempest Le Mans,35.000,,Coupé,81.153,250,0
2324,1980,Ford Escort RS 2000,Auf Anfrage,Serie II,Limousine (2-Türen),0,110,950
2325,1997,Honda NSX,Auf Anfrage,NA1,Coupé,104.607,274,1230
2326,2010,Mercedes-Benz G 350 CDI,49.900,W 463,Geländewagen,144.000,224,0
2327,1989,Maserati Biturbo 2,22.000,,Coupé,143.018,245,1080
2328,1971,Lancia Fulvia Coupe HF 1,55.500,,Coupé,79.079,115,930
2329,1982,Porsche 924,14.500,924,Coupé,74.000,125,1100
2330,1959,Austin-Healey Sprite Mk I,23.900,ADO 13,Cabriolet (Roadster),2.849,44,640
2331,2002,Mini Cooper S,10.900,R53,Kleinwagen (3-Türen),153.107,163,0
2332,1989,Mercedes-Benz 190 E 2,Auf Anfrage,W 201,Limousine (4-Türen),88.266,195,1250
2333,1923,FIAT 522 L,39.900,,Limousine,0,52,1300
2334,1971,Jaguar E-Type,88.000,Serie II,Coupé,63.000,265,1290
2335,1969,Alfa Romeo Giulia GT 1300 Junior,39.900,,Coupé,40.179,89,1020
2336,1993,Mercedes-Benz 500 SE,33.000,W 140,Limousine (4-Türen),153.715,320,1500
2337,1961,Porsche 356 B 1600 Super 90,135.000,B,Coupé,74.387,90,930
2338,1965,Triumph TR 4A IRS,38.000,,Cabriolet,10.900,104,1000
2339,1960,MG MGA 1600,38.900,MK I,Cabriolet (Roadster),0,79,900
2340,1968,FIAT 124 Spider AS,26.500,,Cabriolet,54.425,90,940
2341,1972,Lancia Fulvia 1,13.500,Serie II,Coupé,18.926,90,930
2342,1948,Cadillac Fleetwood 60 Special,32.900,,Limousine (4-Türen),16.000,152,2000
2343,1965,Citroën HY,47.000,Typ H,Bus,54.000,58,1400
2344,1971,Morgan 4,36.000,,Cabriolet (Roadster),0,93,690
2345,1982,FIAT Spider 2000,26.500,3a serie (CS),Cabriolet (Roadster),25.862,103,1039
2346,1957,DKW Munga,3.000,,Geländewagen,4.883,38,1600
2347,1966,Mercedes-Benz 220 SE b,57.000,W 111,Coupé,71.000,120,1410
2348,1963,Lancia Flaminia Coupe Pininfarina 3B,8.000,,Coupé,0,128,1480
2349,1973,Rolls-Royce Silver Shadow I,20.500,,Limousine (2-Türen),91.027,200,0
2350,1958,MG MGA 1500,35.900,MK I,Cabriolet (Roadster),85.480,72,900
2351,1956,Mercedes-Benz 220 S Cabriolet,95.000,W 180 II,Cabriolet,64.845,100,1450
2352,1987,Mercedes-Benz 560 SL,39.000,R 107,Cabriolet (Roadster),130.357,230,1700
2353,2000,Mercedes-Benz SLK 320,18.500,R 170,Cabriolet (Roadster),116.574,218,1400
2354,1953,FIAT 500 C Belvedere,14.500,,Kombi,83.316,16,610
2355,1993,Toyota Celica 2,35.000,T18,Coupé,120.000,204,1400
2356,1969,Porsche 914,29.900,,Cabriolet (Targa),8.999,80,980
2357,1963,MG MGB,36.000,B Serie I,Cabriolet (Roadster),77.712,96,1010
2358,1929,FIAT 521,110.000,,Cabriolet (Tourer),0,51,1500
2359,1968,Porsche 911 2,95.000,"""Urmodell""",Coupé,50.000,110,1080
2360,1988,Rolls-Royce Silver Spur,25.000,,Limousine,157.715,250,2270
2361,1955,Citroën Traction Avant 11 B,29.900,11 CV,Limousine (5-Türen),57.424,56,1040
2362,1980,Morgan 4,29.900,,Cabriolet (Roadster),34.521,93,690
2363,1978,Daimler DS 420,8.500,,Limousine (Pullman),17.700,175,2160
2364,1975,Ford Taunus 1300,12.900,TC Serie II,Limousine (4-Türen),0,55,1000
2365,1987,FIAT Panda 4x4 1,12.000,,Kleinwagen,177.321,45,750
2366,1964,Alfa Romeo 2600 Spider,145.000,Typ 106.01,Cabriolet,35.284,145,1300
2367,1980,Rolls-Royce Silver Shadow II,28.000,,Limousine (4-Türen),120.156,200,2060
2368,1967,SIATA Spring 850,24.000,,Cabriolet (Roadster),56.414,37,620
2369,1965,Triumph TR 4A,23.500,,Cabriolet,0,104,1000
2370,1951,FIAT 500 C Belvedere,15.500,,Kombi,8.900,16,610
2371,1991,Mercedes-Benz CL 500,14.859,C 140,Coupé,157.966,320,2100
2372,1978,Cadillac Fleetwood Eldorado Convertible,17.500,5th generation,Cabriolet,89.000,192,2375
2373,1969,Mercedes-Benz 280 SL,292.946,W 113,Cabriolet (Roadster),0,170,0
2374,1928,Aston Martin LM1,Auf Anfrage,,Rennwagen,0,130,0
2375,1992,BMW 850Ci,28.750,E31,Coupé,227.296,300,0
2376,1992,BMW 850Ci,40.500,E31,Coupé,193.298,300,0
2377,1986,Porsche 911 Carrera 3,164.044,"""G-Modell""",Cabriolet,22.048,231,0
2378,1965,Mercedes-Benz 230 SL,175.000,W 113,Cabriolet,0,150,0
2379,1981,Mercedes-Benz 500 SLC,44.000,C 107,Coupé,142.300,240,0
2380,1932,Lagonda 2 Liter Continental Tourer,Auf Anfrage,,Cabriolet (Tourer),0,76,0
2381,1976,Mercedes-Benz 450 SEL 6,33.500,W 116,Limousine (4-Türen),0,286,0
2382,1972,Porsche 911 3,77.000,,Coupé,0,204,0
2383,1990,Volkswagen T3 Westfalia 1,32.000,Typ 2,Bus (Wohnmobil),0,70,0
2384,2007,Porsche 911 GT3,111.314,997.1,Coupé,27.842,415,0
2385,1955,Mercedes-Benz 190 SL,79.000,W 121 B II,Cabriolet (Roadster),3.773,105,0
2386,1986,BMW 318i,14.900,E30,Limousine (2-Türen),38.000,105,0
2387,1971,Lancia Flavia 2000,31.500,Tipo 820.210,Limousine (4-Türen),27.900,114,1190
2388,1968,Chevrolet Corvette Stingray,49.800,C3 Serie I,Cabriolet,14.700,300,0
2389,1931,Ford Modell A,49.500,,Cabriolet (Roadster),0,40,0
2390,2020,Ligier JS2 R,Auf Anfrage,,Rennwagen,0,330,980
2391,1970,Citroën DS 21 Pallas,40.958,DX,Limousine (4-Türen),43.452,115,0
2392,1939,BMW 335,Auf Anfrage,Typ 335,Cabriolet,20.000,90,0
2393,1999,Ferrari 456M GTA,58.000,F 116,Coupé,41.440,442,0
2394,2021,Jaguar F-Type,Auf Anfrage,,Coupé,0,575,0
2395,1971,March 712B Formula Atlantic,Auf Anfrage,,Rennwagen,0,220,0
2396,1993,Ferrari 348 Spider,85.000,,Cabriolet,62.442,320,0
2397,2007,Maserati Quattroporte 4,21.950,Serie V,Limousine (4-Türen),84.460,400,0
2398,1970,FIAT 500 L,8.900,,Limousine (2-Türen),77.055,18,0
2399,1985,BMW M 635 CSi,64.950,E24,Coupé,148.600,286,0
2400,1982,Audi quattro Gruppe 4,Auf Anfrage,,Coupé (Rennwagen),0,340,1190
2401,2010,Ford Fiesta S2000 Rally,Auf Anfrage,,Rennwagen,0,280,1197
2402,2014,Ferrari California 30,79.623,,Cabriolet,59.126,490,0
2403,2017,Ferrari California T,99.543,,Cabriolet,64.673,560,0
2404,1983,Ford Sierra RS Cosworth,Auf Anfrage,Sierra '87 - Serie II,Limousine (3-Türen),0,204,1200
2405,1978,Volkswagen Käfer 1200 L,Auf Anfrage,Typ 11,Limousine (2-Türen),0,34,0
2406,1981,Ford Capri 3,Auf Anfrage,Serie III,Coupé (Rennwagen),0,200,0
2407,1962,Triumph Dove GTR 4A,Auf Anfrage,,Coupé,0,166,0
2408,2007,Ford Focus ST,Auf Anfrage,Focus '04,Limousine (Hatchback),0,226,1437
2409,1966,Alfa Romeo Giulia 1600 TI,Auf Anfrage,,Limousine (4-Türen),0,92,1050
2410,1987,Ford Sierra RS 500 Cosworth,Auf Anfrage,Sierra '87 - Serie II,Limousine (3-Türen),0,227,1200
2411,1987,Ford Sierra RS 500 Cosworth,Auf Anfrage,Sierra '87 - Serie II,Limousine (3-Türen),0,227,1200
2412,2007,Ferrari F430,Auf Anfrage,F 131,Coupé,0,490,1450
2413,1966,Porsche 911 2,117.500,"""Urmodell""",Coupé,999.999,130,0
2414,2021,Land Rover Defender 110 V8,Auf Anfrage,L663,Geländewagen,0,525,2678
2415,1961,Jaguar E-Type 3,Auf Anfrage,Serie I,Cabriolet (Roadster),0,269,1290
2416,1984,Peugeot 205 turbo 16,Auf Anfrage,,Limousine (3-Türen),0,200,820
2417,2015,Jaguar F-Type Project 7,Auf Anfrage,,Cabriolet (Roadster),0,575,1720
2418,1966,Ford Lotus Cortina,Auf Anfrage,MKI,Limousine (2-Türen),0,105,800
2419,1987,Peugeot 309 GTI,Auf Anfrage,,Limousine (3-Türen),0,103,960
2420,1972,Lola T212,Auf Anfrage,,Rennwagen,0,245,550
2421,1958,Alfa Romeo Giulietta Sprint Veloce,Auf Anfrage,,Coupé,0,90,900
2422,1967,Ford Mustang 289,119.000,Mustang I Serie 2 | A-Code,Coupé (Fastback),48.800,228,0
2423,2002,BMW Z3 ,29.900,E 36-8,Coupé,130.700,231,0
2424,1952,Lancia Aurelia B20 GT,Auf Anfrage,,Coupé,0,75,1080
2425,1999,Mitsubishi Lancer Evolution VI,Auf Anfrage,Evo VI,Limousine (4-Türen),0,280,1360
2426,1989,Porsche 911 Carrera 4,Auf Anfrage,964,Coupé,0,250,1400
2427,2003,Skoda Fabia I 1,Auf Anfrage,Fabia I,Limousine (5-Türen),0,100,0
2428,2018,Porsche 911 GT3 Touring,Auf Anfrage,991.2,Coupé,0,500,1430
2429,1968,Ford Lotus Cortina,Auf Anfrage,Mk II,Limousine (2-Türen),0,109,800
2430,1957,Austin-Healey 100,Auf Anfrage,,Cabriolet,0,117,910
2431,1985,Mercedes-Benz 190 E 2,Auf Anfrage,W 201,Limousine (4-Türen),0,170,1250
2432,2015,Land Rover Defender 110 Heritage,Auf Anfrage,,Geländewagen,0,122,0
2433,1995,Subaru Impreza WRX STi,Auf Anfrage,,Limousine (2-Türen),0,276,1250
2434,1961,Jaguar Mk II 2,Auf Anfrage,,Limousine,0,121,1440
2435,1980,Volkswagen Golf I GTI 1,Auf Anfrage,Typ 17,Limousine (2-Türen),0,112,0
2436,2007,Jaguar XKR,32.500,X150,Cabriolet,35.873,416,0
2437,1978,Toyota Celica 2,Auf Anfrage,,Coupé,0,123,1060
2438,1996,Porsche 911 Carrera S,Auf Anfrage,993,Coupé,0,286,1450
2439,1952,Morgan Plus 4,Auf Anfrage,,Cabriolet (Roadster),0,104,840
2440,1997,Vauxhall Calibra 2,Auf Anfrage,C 20,Coupé,0,204,1350
2441,2001,Aston Martin DB 7 Vantage Volante,Auf Anfrage,,Cabriolet,0,426,1750
2442,1965,Austin Mini Cooper S 1275,Auf Anfrage,Mk I,Limousine (2-Türen),0,76,640
2443,1990,Peugeot 205 GTi 1,Auf Anfrage,,Kleinwagen (3-Türen),0,128,875
2444,1991,Peugeot 205 GTi 1,Auf Anfrage,,Kleinwagen (3-Türen),0,128,875
2445,2002,Honda S 2000,Auf Anfrage,AP1,Cabriolet (Roadster),0,241,1260
2446,1972,Alpine A 110 1300 VC V85,Auf Anfrage,,Coupé,0,74,750
2447,1998,Subaru Impreza 22B-STi,Auf Anfrage,Version IV,Limousine (3-Türen),0,280,1270
2448,2002,Land Rover Defender 90 Td5,Auf Anfrage,,Geländewagen,0,122,1700
2449,1982,Opel Manta 400,Auf Anfrage,Manta B,Coupé,0,144,960
2450,1997,Bentley Continental T,Auf Anfrage,,Coupé,0,405,2490
2451,2008,Land Rover Defender 90 TD4,Auf Anfrage,,Geländewagen (Offen),0,122,1740
2452,2008,Mercedes-Benz S 65 AMG L,Auf Anfrage,W 221,Limousine (4-Türen),0,612,2270
2453,1964,Austin-Healey 3000 Mk III,74.500,ADO 26,Cabriolet (Roadster),93.500,148,1100
2454,1965,Maserati Mistral 3700,197.500,,Coupé,98.308,245,1200
2455,1938,Delahaye Typ 134,Auf Anfrage,,Limousine (4-Türen),5.531,55,1300
2456,1989,Land Rover Range Rover Overfinch 5,Auf Anfrage,"""Classic""",Geländewagen,0,328,2000
2457,1963,Morris Mini Cooper 997,Auf Anfrage,Mk I,Limousine (2-Türen),0,55,635
2458,1996,Porsche 911 Turbo,Auf Anfrage,993,Coupé,0,408,0
2459,1966,Citroën DS 21 Pallas,56.832,DX,Limousine (4-Türen),99.800,109,0
2460,1976,Porsche 934,Auf Anfrage,934,Rennwagen,0,485,0
2461,1955,Pegaso Z-102 Berlinetta ,Auf Anfrage,,Coupé,0,250,0
2462,1987,Aston Martin V8 Volante,Auf Anfrage,,Cabriolet,0,305,0
2463,1955,Jaguar XK 140 SE DHC,Auf Anfrage,140,Cabriolet,0,213,0
2464,1967,Aston Martin DB 6 Volante,Auf Anfrage,,Cabriolet,0,286,0
2465,1939,Lagonda V12 DHC,Auf Anfrage,,Cabriolet,0,180,0
2466,1938,Rolls-Royce Wraith,Auf Anfrage,,Coupé,0,120,0
2467,1965,Aston Martin DB 5,Auf Anfrage,,Coupé,0,286,0
2468,1989,Jaguar XJR-10,Auf Anfrage,,Rennwagen,0,650,0
2469,1973,Porsche 911 Carrera RS 2,Auf Anfrage,"""Urmodell""",Coupé,0,210,0
2470,2006,Mercedes-Benz G 55 AMG Kompressor,49.250,W 463,Geländewagen,632.701,476,0
2471,1971,Rolls-Royce Silver Shadow I,39.900,,Limousine (4-Türen),0,200,2060
2472,2012,BMW M3,Auf Anfrage,E93,Cabriolet,0,420,1700
2473,2007,Chevrolet Corvette,Auf Anfrage,C6,Coupé (Targa),0,405,1460
2474,1988,Mercedes-Benz 300 SL,Auf Anfrage,R 107,Cabriolet (Roadster),0,180,1500
2475,1970,Dodge Charger 318,Auf Anfrage,WL,Coupé,0,233,0
2476,1969,Jaguar E-Type,Auf Anfrage,Serie II,Coupé,65.437,210,0
2477,1956,GAZ M 20 Pobeda,62.000,,Limousine,0,52,0
2478,1966,Jaguar E-Type 4,Auf Anfrage,Serie I,Coupé,0,269,0
2479,1969,Dodge Charger R,Auf Anfrage,2nd generation,Coupé (Fastback),0,380,0
2480,1979,Ford Escort RS 2000,Auf Anfrage,Serie II,Limousine (2-Türen),0,110,950
2481,1993,Porsche 968,Auf Anfrage,968,Coupé,0,240,1300
2482,1971,Ford Escort Mexico,Auf Anfrage,Mk I,Coupé (2-Türen),0,86,891
2483,1964,Alfa Romeo Giulia 1600 Sprint GT,Auf Anfrage,,Coupé,0,106,1050
2484,1968,Opel Rekord 1900H Sprint,27.500,Rekord C,Limousine (2-Türen),102.000,106,0
2485,1958,DKW 3,14.900,F 93,Coupé,128.000,40,0
2486,1963,Mercedes-Benz 220 S b,24.900,W 111,Limousine (4-Türen),146.000,110,0
2487,1983,Morgan Plus 8,44.900,,Cabriolet (Roadster),65.000,155,0
2488,1961,Borgward Isabella Coupe,37.500,,Coupé,94.000,75,0
2489,2014,Porsche 911 Carrera 4S,59.500,991.1,Cabriolet,268.500,400,0
2490,1956,Jaguar XK 140 FHC,57.500,140,Coupé,39.559,193,0
2491,1968,Ferrari 365 GTC,Auf Anfrage,,Coupé,0,320,0
2492,2000,Morgan 4,33.396,,Cabriolet (Roadster),0,116,0
2493,2009,Mercedes-Benz GL 550 4MATIC,29.900,X 164,Geländewagen,55.760,388,0
2494,1927,Rolls-Royce 20 HP,99.602,,Cabriolet,0,20,0
2495,1988,Steyr 10S18,79.990,,Nutzfahrzeug (Wohnmobil),30.000,183,0
2496,1965,Alfa Romeo Giulia 1600 GTC,74.000,,Cabriolet,67.534,106,0
2497,1983,Porsche 911 SC 3,57.500,"""G-Modell""",Coupé,79.200,180,0
2498,1966,Mercedes-Benz 250 SE,89.000,W 111,Coupé,19.500,150,0
2499,1993,Mercedes-Benz 300 CE-24,49.500,A 124,Cabriolet,124.750,220,0
2500,1975,Volkswagen Käfer 1303,26.900,Typ 11,Cabriolet,83.500,44,0
2501,2006,Audi RS4 Avant,33.900,B7 8E,Kombi,172.664,420,0
2502,1959,Mercedes-Benz 220 SE Cabriolet,89.000,W 128,Cabriolet,0,120,0
2503,1983,Mercedes-Benz 230 TE,12.800,S 123,Kombi,0,136,0
2504,1970,FIAT 500 L,6.900,,Limousine (2-Türen),0,18,520
2505,1970,Mercedes-Benz 300 SEL 3,40.000,W 109,Limousine (4-Türen),47.000,200,0
2506,2006,Mercedes-Benz S 500 L,22.450,W 221,Limousine (4-Türen),66.682,388,0
2507,1966,Jaguar E-Type 4,96.000,Serie I,Coupé,0,269,0
2508,1976,Buick Skyhawk,2.500,,Coupé,87.318,106,0
2509,1980,Rolls-Royce Silver Wraith II,7.900,,Limousine,95.846,250,0
2510,1965,Ferrari 275 GTS,Auf Anfrage,,Cabriolet,0,260,0
2511,1957,Mercedes-Benz 190 SL,145.000,W 121 B II,Cabriolet (Roadster),0,105,0
2512,1964,Jaguar Mk II 2,35.000,,Limousine,115.000,121,0
2513,1964,Citroën DS 19,80.000,DS,Limousine (4-Türen),34.000,80,0
2514,1982,Mercedes-Benz 500 SLC,57.000,C 107,Coupé,61.590,240,0
2515,1963,Citroën Ami 6 Berline,37.000,,Limousine (4-Türen),54.000,24,0
2516,1964,Volkswagen T1 Camper,85.000,Typ 2 T1,Bus (Wohnmobil),139.012,42,0
2517,1972,Maserati Ghibli SS,169.950,Tipo AM115/49,Coupé,71.172,335,1640
2518,1928,Minerva AN Weymann,45.000,,Limousine (4-Türen),81.484,32,0
2519,1969,Dodge Charger 383,94.950,,Coupé,61.968,335,1600
2520,1970,Volkswagen Karmann Ghia 1500,33.500,Typ 14,Coupé,0,44,0
2521,1962,Maserati 3500 GTI Touring,169.500,,Coupé,21.688,235,0
2522,1974,Alfa Romeo Giulia 1600 GT Junior,Auf Anfrage,,Coupé,0,109,1020
2523,1996,Rover Mini 1,18.900,MK VII,Limousine (2-Türen),50.437,63,0
2524,1960,Volvo PV 544,15.900,A-B,Limousine (2-Türen),45.223,60,0
2525,1954,Austin A 30 Seven,38.950,,Limousine,3.633,28,690
2526,1967,Mercedes-Benz 230 SL,79.950,W 113,Cabriolet,29.000,150,0
2527,1961,Porsche 356 B 1600 Super Karmann-Hardtop,94.900,B,Coupé,2.353,75,0
2528,1955,Jaguar XK 140 DHC,125.000,140,Cabriolet,3.476,193,0
2529,1996,BMW 318ti Compact,6.318,E36,Limousine (Hatchback),102.700,140,0
2530,1984,Renault Fuego GTX,7.800,,Coupé,101.859,110,1012
2531,1963,Abarth-Simca 1300 GT,Auf Anfrage,,Coupé,0,138,635
2532,2005,Alfa Romeo Brera 3,15.900,,Coupé,79.000,260,0
